Age0,Age180,Age30,Age360,Age540,Age720,Age90,Cell,Group,MaxSize,NumFiles,Path,Usage,User
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,silviang
0,0,0,0,0,0,0,ibw,chip,Unlimited,6,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,shijia
0,0,0,0,0,0,0,ibw,chip,Unlimited,22,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,jmnunez
0,0,0,0,0,0,0,ibw,chip,Unlimited,18,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,rtott
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,ssaini2
0,0,0,0,0,0,0,ibw,chip,Unlimited,15,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,ssarma1
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,jjgamage
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,ikalyana
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,smathane
0,0,0,0,0,0,0,ibw,chip,Unlimited,18,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,avaradar
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,ddai
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,mthangar
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,vmabraha
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,ckothapa
0,0,0,0,0,0,0,ibw,chip,Unlimited,9,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,nazaninm
0,0,0,0,0,0,0,ibw,,Unlimited,0,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,*
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/mcg_crc_uswork0001,0,dpjohns1
0,0,0,0,0,0,0,ibw,snv,Unlimited,2,/nfs/ibw/disks/mcg_crc_uswork0001,0,snvadm
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ibw_ccase_disk0001,0,wirthmic
0,0,0,0,0,0,0,ibw,chip,Unlimited,2,/nfs/ibw/disks/mcg_snv_ckt0007,0,bneigenf
0,0,0,0,0,0,0,ibw,root,Unlimited,0,/nfs/ibw/disks/ibw_kits_p1271_02,0,root
