Allocated,AllocatedCmodeTB,AllocatedGB,AllocatedTB,Areas,AutoDetected,AvailInodes,Available,AvailableGB,AvailableTB,BaR_MPX,BaR_Master,BaR_Max_Jobs,BaR_NFS_Client,BaR_Priority,BaR_STU,BaR_Special,BaR_Tier,BaR_Vol_By_Qtree,BusinessGroup,CIFS,CachedCells,Cell,CreatedBySTART,DNSName,DeduplicationStatus,Disk,DiskPool,DiskType,FileServer,InfoCollectionTime,InodesUtilization,IsCache,MaxUsageFactor,MountDir,MountName,NoBackup,OverAllocationAllowed,PercentSpaceSavedFromDeduplication,PhysicalDisks,Policies,Pool_1_Name,Pool_1_Protection,Pool_1_SizeGB,Pool_1_SizeTB,Pool_1_UsedGB,Pool_1_UsedPercent,Pool_1_UsedTB,Pool_2_Name,Pool_2_Protection,Pool_2_SizeGB,Pool_2_SizeTB,Pool_2_UsedGB,Pool_2_UsedPercent,Pool_2_UsedTB,Pool_3_Name,Pool_3_Protection,Pool_3_SizeGB,Pool_3_SizeTB,Pool_3_UsedGB,Pool_3_UsedPercent,Pool_3_UsedTB,Project,RaidType,Reserved,SetupTime,SharedPool,Size,SizeGB,SizeTB,SizeWithSnapshot,SizeWithSnapshotGB,SizeWithSnapshotTB,SlownessDuration1,SlownessDuration14,SlownessDuration30,SlownessDuration60,SlownessDuration7,SlownessEvents1,SlownessEvents14,SlownessEvents30,SlownessEvents60,SlownessEvents7,SnapMirrorSrc,SnapReserve,SnapSchedule,SnapShotUsage,SnapShotUsageGB,SnapShotUsageTB,SpaceSavedFromDeduplication,Status,Tier,TotalInodes,Type,Usage,UsageGB,UsageTB,UsageUpdateTime,UsedGB,UsedTB,VolumeType,avg_latency,cluster,isSnapmirrored,isSystem,other_latency,other_ops,read_data,read_latency,read_ops,total_ops,write_data,write_latency,write_ops
819202,,800.002,0.781,ibw_disks_mcg_snv_preval0001 ibw_disks_xmm_disk_0004 ,false,29507303,0,0.0,0.0,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap01a,04/14/2014 04:33:40,7,false,1.151,/nfs/site/stod,,false,false,40.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,674560,658.75,0.643,793600,775,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,101539,Active,3,31876689,NETAPP,148932,145.441,0.142,04/14/2014 04:33:40,145.441,0.142,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070080,,1045.0,1.021,disk027 ibw_disks_ibw_kits_p1273 ibw_disks_mcg_xprop_sim0001 eda_data_eda_socenv_12 dt_pdx_sde ,false,24564083,94515,92.3,0.09,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap01b,04/14/2014 04:33:44,23,false,1.2,/nfs/site/stod,,false,false,27.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:39:04,,970496,947.75,0.926,1141760,1115,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,241631,Active,3,31876689,NETAPP,625242,610.588,0.596,04/14/2014 04:33:44,610.588,0.596,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100800,,1075.0,1.05,ibw_disks_mcg_snv_itg0005 ibw_disks_snv_git_01 ,true,34638055,0,0.0,0.0,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap02a,04/14/2014 04:27:19,1,false,1.0,/nfs/site/stod,,false,false,29.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:02,,870400,850.0,0.83,1024000,1000,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,108383,Active,2,34999981,NETAPP,253333,247.396,0.242,04/14/2014 04:27:19,247.396,0.242,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270784,,1241.0,1.212,ibw_disks_bw.tng.integ ibw_disks_imc_tsmc_usr ibw_disks_snv_gkscr_01 ibw_disks_mcg_snv_ckt0006 ibw_disks_bw_mcg_socenv0000 ibw_disks_xmm6431_rtl0001 ibw_disks_snv_relsoc_02 ccdo.soc.git_repos ,true,30426470,161894,158.1,0.154,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap02b,04/14/2014 04:39:05,5,false,1.0,/nfs/site/stod,,false,false,11.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,1432678,1399.1,1.366,1685504,1646,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,54792,Active,2,31876689,NETAPP,415467,405.729,0.396,04/14/2014 04:39:05,405.729,0.396,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566144,,2506.0,2.447,bw-il_disk015 ibw_il_coeenv0009 bw-il_disk021 bw-il_disk007 bw-ctg_mpr_pse_disk001 ibw_disks_bw_il_socenv0001 ibw_il_coeenv_user bw-il_disk022 bw-ctg_mtl_gml_disk002 ,false,16247961,739896,722.555,0.706,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap03a,04/14/2014 04:38:27,49,false,1.151,/nfs/site/stod,,false,false,27.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,2872320,2805.0,2.739,3379200,3300,3,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,435120,Active,2,31876689,NETAPP,1139989,1113.271,1.087,04/14/2014 04:38:27,1113.271,1.087,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031170,,1007.002,0.983,ibw_disks_bw-iag_cap_mnr_0015 ibw_disks_bw-iag_cap_mnr_emu0001 ibw_disks_idc ibw_disks_mnr.tools.2 ibw_disks_mnr.cad.1 ibw_disks_bw-iag_cap_mnr-ivb_fe0001 ibw_disks_mnr.tests.1 ibw_disks_rtl bw-iag_cap-mnr_cache0001 ibw_disks_bw-iag_cap_mnr_0016 ibw_disks_mnr.gt_code.1 ibw_disks_bw-iag_cap_mnr_0017 ibw_disks_mnr.inca_idc bw-iag_cap_mnr-ivb_0008 ibw_disks_mcd_mnr-hwtv_ckt-work_0001 ibw_disks_bw-iag_cap_mnr-ivb_0012 bw-iag_cap_mnr_0007 ibw_disks_mnr.models.1 ,false,19152875,326654,318.998,0.312,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol3,aggr0,,bwnap03b,04/14/2014 04:26:31,40,false,1.2,/nfs/site/stod,,false,false,56.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:14,,1131520,1105.0,1.079,1331200,1300,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,380800,Active,2,31876689,NETAPP,292638,285.779,0.279,04/14/2014 04:26:31,285.779,0.279,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765824,,2701.0,2.638,ibw_proj_coeenv ibw_disks_ibw_il_coeenv0008 ibw_disks_ibw_il_coeenv0007 ibw_disks_ibw_il_coeenv0002 ibw_disks_ibw_il_coeenv0005 ibw_disks_ibw_il_coeenv0010 ibw_disks_ibw_il_coeenv0004 ibw_disks_ibw_il_coeenv0006 ibw_disks_ibw_il_coeenv0003 ibw_disks_ibw_il_coeenv0001 ,true,226705816,323108,315.535,0.308,1,,4,,0,,,1,false,,false,,ibw,false,,,vol4,,,bwefs01a.ibw.intel.com,04/14/2014 04:37:19,12,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,10/12/2011 14:10:19,,3088932,3016.535,2.946,3088932,3016,2,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,5,257949694,EMC,2312592,2258.391,2.205,04/14/2014 04:37:19,2258.391,2.205,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135168,,132.0,0.129,ibw_proj_tngsc ibw_disks_bw_lhg_perf ibw_proj_snv ,false,31416018,36127,35.28,0.034,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol4,aggr0,,bwnap01a,04/14/2014 04:31:10,1,false,1.2,/nfs/site/stod,,false,false,26.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,142746,139.4,0.136,167936,164,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,30363,Active,3,31876689,NETAPP,84656,82.672,0.081,04/14/2014 04:31:10,82.672,0.081,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248256,,1219.0,1.19,ibw_disks_mcg_tng_itg0001 bw-deg_bcg_lrb_lab001 ibw_disks_mcg_snv_lnc bw-eda_data_emu0001 disks_dpg.tools.3 ibw_disks_ibw_lhg_be_work001 ibw_disks_mcg_snv_vlv ibw_disks_mcg_snv_umg ibw_disks_mcg_snv_itg0001 BW-VCG_MCEMU_SLE007 ibw_disks_mcg_snv_lcc ,false,27762752,35410,34.58,0.034,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol4,aggr0,,bwnap01b,04/14/2014 04:27:52,13,false,1.2,/nfs/site/stod,,false,false,28.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:39:04,,1069722,1044.65,1.02,1258496,1229,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,257771,Active,3,31876689,NETAPP,649882,634.65,0.62,04/14/2014 04:27:52,634.65,0.62,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320960,,1290.0,1.26,ibw_disks_mcg_no73lay_disk0001 ibw_disks_ibw_kits_p1271_02 ,true,29667151,0,0.0,0.0,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol4,aggr0,,bwnap02a,04/14/2014 04:33:35,7,false,1.0,/nfs/site/stod,,false,false,36.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:02,,1131520,1105.0,1.079,1331200,1300,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,134847,Active,2,31876689,NETAPP,239089,233.485,0.228,04/14/2014 04:33:35,233.485,0.228,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404801,,3325.001,3.247,bw-eda_socenv_06 bw-eda_socenv_01 bw-eda_socenv_02 ibw_disks_emulation ibw_disks_mcg_snv_preval0003 bw-eda_socenv_03 bw-eda_socenv_05 ibw_disks_ibw_kits_mount ibw_disks_mcg_snv_preval0002 ibw_disks_ibw_kits_p1271 bw-eda_socenv_04 ,true,27723804,9778,9.549,0.009,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,vol4,aggr0,,bwnap02b,04/14/2014 04:37:54,45,false,1.0,/nfs/site/stod,,false,false,44.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,3414579,3334.55,3.256,4017152,3923,3,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,928308,Active,2,49999987,NETAPP,1176589,1149.013,1.122,04/14/2014 04:37:54,1149.013,1.122,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
